ID,C1,C2,A_0,A_1,A_2,TV1_0,TV1_1,TV1_2,M_0,M_1,M_2,Y_0,Y_1,Y_2
855,0,0,0,0,0,1,1,0,0.206114851,0.516002798,0.440850963,1,1,1
856,1,1,1,1,1,1,1,1,0.449718161,1.326259928,1.244805243,1,0,1
857,0,1,1,1,1,1,1,0,-0.163207739,-0.111303172,-0.073075657,1,1,1
858,0,1,1,1,1,1,1,1,-0.078271639,0.153075028,0.028026443,1,1,1
859,1,1,1,1,1,0,1,1,-0.038903039,0.436154388,0.618575743,1,1,1
860,1,1,0,0,0,1,1,0,0.783368561,1.093113328,0.926921143,1,1,1
861,0,1,0,0,0,1,1,1,0.607376461,0.501416878,0.787199343,0,0,0
862,1,1,0,0,0,0,0,0,0.857958961,0.958212728,0.902628543,0,1,1
863,1,1,1,1,1,1,1,1,0.282219371,0.169688028,0.826138443,1,0,0
864,1,1,1,1,1,1,1,1,-0.261059165,-0.119899863,-0.087622479,1,1,1
865,1,1,1,1,1,1,1,1,0.172969677,0.330892092,0.22061266,1,1,1
866,0,1,0,0,0,1,1,0,0.019584135,0.181724673,0.098863587,1,1,1
867,1,1,1,1,1,1,1,1,-0.173941493,0.371456405,0.027073338,1,1,1
868,0,1,1,1,1,0,1,0,-0.008053539,0.152114528,0.135481643,1,1,0
869,1,1,0,0,0,0,1,0,0.006017761,0.044102628,0.127700743,0,1,1
870,0,1,1,1,1,1,1,0,0.773162561,0.734320228,0.697798543,0,0,1
871,1,1,1,1,1,1,1,1,0.799267561,0.502453258,0.723559343,1,1,1
872,0,1,1,1,1,1,1,0,0.301505231,0.560135828,0.473176383,1,1,1
873,0,1,1,1,1,1,1,1,1.040117061,1.306292928,0.790038143,0,0,0
874,0,1,1,0,1,1,1,1,0.812071961,0.951904328,0.831426443,0,1,0
875,1,1,1,1,1,0,0,1,1.465270561,0.529431468,0.423862548,1,1,1
876,0,1,1,1,1,1,0,1,-0.032533939,0.053350828,0.233688843,1,1,1
877,0,1,1,1,1,1,0,0,0.026702658,0.262619382,0.123874292,1,0,0
878,0,1,0,0,0,0,0,0,0.350585331,0.511541468,0.470390313,0,0,0
879,0,1,1,1,1,0,0,0,0.708369261,0.480751278,0.074110143,0,0,0
880,1,1,1,1,1,1,1,0,0.328834831,0.227028428,-0.111463357,1,1,1
881,0,1,0,0,0,0,1,1,0.635673161,1.477346428,0.948504943,0,1,0
882,0,1,0,0,0,0,0,1,0.785886361,1.056090528,0.726183843,0,0,0
883,1,1,1,1,0,1,1,1,-0.101404739,0.107300528,0.141693843,1,1,0
884,0,0,1,1,1,1,0,0,0.045646461,0.203822828,0.114182243,1,1,1
885,1,1,1,1,1,0,1,0,-0.155591639,0.123812228,0.124790443,0,1,1
886,0,1,0,0,0,0,1,0,0.724172961,1.732254628,0.663186843,1,1,1
887,1,1,1,1,1,0,1,0,0.633391461,1.304157328,1.292923943,1,1,0
888,1,1,1,1,1,1,0,1,-0.125136139,-0.007285772,-0.029399957,1,1,1
889,0,1,1,1,1,0,0,0,0.852939561,1.002051928,1.173401943,0,1,0
890,0,1,1,1,1,1,1,1,-0.141403039,0.130194628,0.048307343,1,1,1
891,1,1,0,0,0,1,1,1,-0.065918039,0.194669328,0.136742343,1,1,1
892,1,1,1,1,1,1,1,1,-0.243667239,0.052202228,-0.086074557,1,1,1
893,0,1,1,1,0,1,1,1,0.803470761,0.217159028,0.735734243,1,1,1
894,1,1,1,1,1,1,1,1,-0.063032639,0.142591528,0.097146043,1,1,1
895,1,1,1,1,1,1,1,1,0.304311301,-0.323308272,-0.222742157,1,0,0
896,1,1,1,1,1,1,1,1,0.241953941,0.337670428,0.350906293,1,1,1
897,1,1,0,1,1,1,1,1,0.169902791,0.208987228,0.147531943,1,1,1
898,0,1,1,1,1,1,1,1,1.223006428,1.524960881,1.442365274,0,0,0
899,0,1,1,1,1,0,0,0,0.446597161,0.606801228,0.568060043,1,1,1
900,1,1,0,0,1,1,1,1,0.687271061,0.588742328,0.351733323,0,0,1
901,0,1,0,0,0,0,1,1,0.274354971,0.406643128,0.386153343,0,1,0
902,0,1,0,0,0,1,0,0,0.134749061,0.323946928,0.816169843,1,1,1
903,1,1,1,1,1,1,1,1,-0.318730139,-0.133735272,-0.153284057,1,1,1
904,0,1,0,0,0,0,0,1,-0.161649939,0.149097328,0.025994843,0,0,0
905,0,1,1,1,1,1,1,1,0.767312961,0.642524928,0.565431743,1,1,1
906,1,1,0,0,0,0,0,0,0.610749561,0.342867428,0.192425643,0,0,0
907,0,1,1,1,1,1,1,1,-0.081250439,0.068602228,-0.027689657,1,1,1
908,0,1,1,1,1,1,1,1,0.040796561,0.184049728,0.050601043,1,1,1
909,0,1,1,1,1,1,1,1,0.176656251,0.674631528,0.551863843,1,1,1
910,0,1,1,1,1,0,0,0,0.495027461,0.649896228,0.705564543,1,1,1
911,1,1,0,1,1,1,1,1,0.455192461,1.203210528,0.324292563,1,1,1
912,0,1,1,1,1,1,1,0,0.754470161,0.519200288,0.998394743,1,1,1
913,1,1,1,0,0,1,0,1,0.971961161,1.030960828,1.195701243,1,1,1
914,0,1,1,1,1,0,0,0,0.985347961,1.006513228,1.214189143,1,1,1
915,0,1,1,1,1,1,0,1,0.414993561,0.646553228,0.588271943,1,0,1
916,1,1,1,1,1,1,1,1,-0.221629639,-0.070634472,0.154358943,1,1,1
917,1,1,0,1,1,1,1,0,-0.009103039,0.166613728,0.184142543,1,1,1
918,0,1,1,1,1,1,1,1,0.035539861,0.148885228,0.498934803,1,1,0
919,0,1,1,1,1,1,1,1,-0.015882839,-0.066806972,0.223980643,1,1,1
920,0,1,1,1,1,1,0,0,0.432255161,0.619210428,1.009103243,1,1,1
921,1,1,1,1,1,1,1,1,-0.121203939,0.005726628,-0.354922657,1,1,1
922,1,1,1,1,1,1,1,1,-0.250333439,-0.144974472,0.431793843,1,1,1
923,0,1,0,0,0,1,1,1,0.249171671,0.420821738,0.349380463,1,1,1
924,0,1,0,1,1,0,1,0,0.385314161,0.487094658,0.717091543,0,1,1
925,1,1,1,1,1,1,1,1,0.016465461,-0.041992672,0.054142243,1,1,1
926,0,1,1,1,1,1,1,1,0.054486961,0.027664728,-0.095983857,0,0,1
927,1,1,0,0,0,0,0,1,0.260887746,0.967114628,0.948884443,1,1,1
928,0,1,1,1,1,1,1,1,0.531338061,-0.073394272,1.629331043,0,1,1
929,0,1,1,1,1,1,1,1,-0.151004239,0.003190028,0.111792343,0,0,0
930,0,1,1,1,1,0,0,0,0.567366361,0.820951528,0.703958243,1,1,1
931,0,0,0,0,0,1,1,1,0.225867201,0.641460728,0.755749243,0,1,1
932,1,0,0,0,0,1,1,1,0.165520611,0.282931328,0.321350303,1,1,1
933,0,0,1,1,1,0,0,0,0.442413461,0.781439928,0.768873543,1,1,1
934,1,1,1,1,1,1,1,0,-0.230037659,-0.081157798,0.058148697,0,1,1
935,1,1,0,0,0,1,1,1,0.596836359,0.848024195,0.911352858,1,1,1
936,1,1,1,1,1,1,1,1,1.271218561,0.980980928,0.797278643,0,1,1
937,0,1,0,0,0,0,0,0,0.669042861,1.732254628,0.946310443,1,1,1
938,1,1,1,0,0,1,1,1,0.495181761,0.244707628,0.173508143,1,1,1
939,1,1,1,1,1,1,0,0,-0.263535738,-0.169518048,-0.118197933,1,1,1
940,0,0,0,0,0,1,1,1,1.161632461,0.736007328,0.765397743,1,1,1
941,0,1,1,0,0,1,1,1,0.893618107,0.161330995,0.918977186,1,1,1
942,1,1,1,1,1,0,1,1,-0.445462639,-0.042630272,-0.258140557,1,1,1
943,0,0,1,1,1,1,1,1,0.347859321,0.524558428,0.445077923,1,1,1
944,1,1,1,1,1,1,1,1,-0.116861139,0.084527428,0.389184653,1,0,1
945,0,1,1,1,1,0,0,0,-0.487471139,0.205417128,0.173059743,1,1,0
946,1,1,0,0,0,1,1,1,1.106590761,0.540303188,0.561057443,1,1,1
947,0,1,0,0,0,1,0,0,0.008358861,0.087668328,0.033028243,1,1,1
948,0,1,0,0,0,0,1,0,-0.414285039,-0.306308772,-0.299381257,1,1,1
949,1,1,1,1,1,0,0,0,-0.011983239,1.026707528,0.206139443,1,0,0
950,0,0,0,0,0,0,0,0,-0.017557639,0.138267328,0.087101943,0,0,0
951,1,1,1,1,1,0,1,0,-0.167739868,-0.008908058,-0.058637396,1,1,1
952,0,0,1,1,1,0,0,0,-0.191664039,0.401680628,0.163850143,0,0,1
953,0,1,1,1,1,1,1,0,0.944808364,0.790934717,0.836790964,1,1,1
954,0,1,1,1,1,1,1,1,0.320809621,0.788672828,0.558331943,1,1,1
955,0,1,0,0,1,0,1,1,0.210377511,0.109272028,0.103304643,0,1,1
956,0,1,1,1,1,0,1,1,0.040489331,0.709794348,-0.076020614,1,1,1
957,0,1,0,0,0,0,0,1,0.536145961,0.488924508,0.314117343,1,1,1
958,0,1,1,1,1,1,1,1,0.090418761,0.188533828,0.097854543,1,1,1
959,1,0,0,0,0,0,0,0,1.042085161,0.980841728,0.974984843,1,0,1
960,1,0,1,1,1,0,1,0,-0.530026039,-0.168384572,-0.107281957,1,1,1
961,0,0,0,0,0,1,0,1,1.106625461,0.803346928,0.740497143,0,0,0
962,0,0,0,0,0,0,0,0,-0.066855639,0.090290028,-0.023226757,1,1,1
963,0,0,1,1,1,0,0,0,0.079230761,0.385322358,0.319613213,1,1,1
964,0,0,1,1,1,1,1,1,0.360758441,1.161475628,1.216531743,1,1,0
965,1,1,1,1,1,1,1,1,-0.437839239,0.161300428,0.116948643,1,1,1
966,1,1,0,1,1,1,1,0,-0.131084739,0.052133828,0.115193043,1,1,1
967,0,1,1,1,0,0,0,0,1.022040861,0.220096128,1.139341443,1,0,0
968,1,1,0,1,1,1,1,1,0.057955861,0.178955728,0.197140443,1,1,1
969,1,1,0,0,1,0,1,1,0.828760161,0.776830628,0.692045343,1,1,0
970,1,1,1,1,1,0,1,1,0.469136961,0.972837228,0.922423443,1,1,0
971,0,1,1,1,0,1,1,1,-0.162044739,0.045938928,0.062606143,1,1,0
972,0,1,1,1,1,1,1,1,0.117570061,0.393084348,0.198504243,1,1,1
973,0,0,0,0,0,0,0,0,0.089848861,0.234398928,-0.007243557,1,1,1
974,0,1,1,1,1,1,1,1,-0.542900039,-0.207479072,-0.284316757,1,1,1
975,0,1,1,1,1,1,1,1,0.236863721,0.272682828,-0.158916857,0,0,0
976,1,1,1,1,1,1,1,1,0.552738161,0.725931228,0.678063243,1,1,1
977,0,0,1,1,1,0,0,1,0.438703361,0.775890228,0.901286943,1,1,1
978,1,0,0,1,1,1,0,0,-0.078621839,0.084604028,0.189327343,1,1,1
979,0,1,1,1,1,1,1,1,-0.079679139,-0.086409172,0.564562243,1,1,1
980,1,1,1,1,1,1,1,1,-0.295993339,-0.171233072,-0.108863357,1,1,1
981,0,1,1,1,1,1,1,1,-0.079786639,0.567953928,0.516295943,1,1,1
982,0,1,1,1,1,1,1,1,0.271367881,1.555129428,1.692888243,1,0,0
983,0,1,1,1,1,1,1,1,0.267508953,0.245424028,0.052552143,1,1,1
984,1,1,0,0,0,0,0,0,-0.436804339,-0.227197372,-0.231914257,1,1,1
985,0,1,1,1,1,0,1,0,0.574911261,0.704748328,0.152983243,1,1,0
986,0,1,1,1,1,1,0,0,0.211846401,0.370863358,0.510811063,1,1,1
987,1,1,1,1,1,0,0,0,0.329882001,0.814061228,0.740247543,0,0,0
988,1,1,1,1,1,1,1,1,0.639873861,0.299645928,0.181017943,1,1,1
989,1,1,0,0,1,0,1,0,0.225074761,-0.057288672,0.017088143,1,0,1
990,0,1,1,1,1,1,1,1,0.252573341,0.427753678,0.607879743,1,1,1
991,1,1,1,1,1,1,1,0,0.093290261,-0.144063072,0.755030143,1,1,1
992,1,1,1,1,1,1,1,1,-0.038609139,-0.130098972,-0.105554957,1,1,1
993,1,1,0,0,0,1,1,1,0.172911871,0.351817228,-0.099872657,1,1,1
994,0,1,0,0,0,1,0,0,0.122078166,0.295649206,0.162065968,1,1,1
995,1,0,1,1,1,0,1,1,0.228733151,0.651800528,0.705441443,1,1,1
996,0,0,1,1,1,0,0,0,0.075411561,0.450896745,0.304447143,0,0,0
997,1,0,1,1,1,1,1,1,0.970668061,0.260435428,0.302119943,1,1,1
998,1,1,0,0,0,1,1,1,-0.184747939,0.005672528,-0.110409357,1,0,0
999,1,1,1,1,1,1,1,1,-0.395537239,-0.187265372,-0.113563057,1,1,1
1000,1,0,0,0,0,1,1,1,0.857537661,0.511172318,1.130995543,1,1,1
1001,0,1,0,0,0,1,1,1,0.678109761,0.453508535,0.749447343,0,1,1
1002,0,1,0,1,0,1,1,1,0.872567461,0.801705428,0.563979843,1,1,1
1003,1,1,0,1,1,1,0,0,-0.315968539,0.155908528,-0.166786457,1,0,0
1004,1,1,1,1,1,0,0,1,0.359883591,1.237957828,0.584795043,0,0,0
1005,0,1,1,1,1,0,0,0,0.718370261,0.119744428,0.524862443,1,1,1
1006,0,1,1,0,0,1,0,0,0.018556861,1.024583728,0.494317423,0,1,1
1007,1,1,0,1,0,1,0,0,0.528592861,0.658490028,0.749532143,1,0,1
1008,0,1,1,0,0,0,1,0,0.839051861,0.930175128,0.41637067,1,1,1
1009,1,1,0,1,1,1,1,0,-0.336399539,-0.033442472,-0.025825657,1,1,1
1010,0,1,1,1,1,1,1,1,0.566525061,-0.065528472,-0.005411257,1,1,1
1011,0,1,1,1,1,0,1,1,0.316326591,0.048031128,-0.070131557,0,1,1
1012,0,1,1,1,1,0,1,0,0.368245061,0.529223118,0.579829443,1,1,1
1013,0,1,1,1,0,1,1,1,0.270509518,0.382229458,0.604695843,1,1,1
1014,0,1,0,1,1,1,0,1,0.191401301,0.351395228,0.293422743,1,1,1
1015,0,1,1,1,0,1,1,1,-0.297641939,-0.097117272,0.809645343,0,1,1
1016,0,1,1,1,1,1,0,0,0.350226661,0.490380668,0.457286513,0,0,0
1017,1,1,0,0,0,0,0,0,0.099251061,0.840013828,0.344265383,1,1,1
1018,0,1,1,1,1,1,1,1,0.060454861,0.522727528,0.255308943,1,1,1
1019,0,1,1,1,1,0,1,1,0.186847941,0.262070928,0.522236243,1,1,1
1020,0,1,1,1,1,1,1,1,0.454718561,0.425807338,0.041356643,1,1,1
1021,0,1,1,1,1,1,0,0,0.639832061,0.110210728,0.979788443,1,1,1
1022,0,0,0,0,0,0,1,0,1.504994561,0.625896228,0.188276543,1,1,1
1023,0,1,0,0,0,1,0,1,0.342716158,0.51090263,0.787854835,1,1,1
1024,1,1,0,0,0,1,1,1,0.95836705,0.400494782,1.149905309,0,0,1
1025,1,1,0,0,0,1,1,1,0.475283638,0.719784921,0.690353294,1,1,1
1026,0,0,1,1,1,1,1,1,0.403901461,0.647001628,0.735149743,0,1,1
1027,1,1,1,1,1,1,0,1,-0.059157699,0.165234422,-0.211102018,1,1,1
1028,0,1,1,1,1,0,0,0,0.505515761,-0.029010572,0.635584643,1,0,0
1029,0,1,0,0,0,1,0,0,0.322508391,0.832982328,0.425153208,1,0,0
1030,0,1,0,0,0,0,1,0,0.613131761,0.123838428,1.604816043,0,0,0
1031,0,1,0,0,0,0,1,0,-0.259726639,-0.050215372,-0.081530357,1,1,1
1032,1,1,0,0,1,1,1,1,-0.380068639,-0.356306293,-0.295559057,1,1,1
1033,1,1,0,0,0,1,1,0,0.527851861,0.717732228,0.725992043,1,1,1
1034,1,1,1,0,0,0,1,1,0.266413008,0.497738338,0.470240733,1,1,1
1035,1,1,0,1,1,0,0,0,0.287297048,0.292559599,0.287275508,1,1,1
1036,1,1,1,1,1,1,1,1,0.168242691,0.059112628,0.109861343,1,1,1
1037,1,1,1,1,1,1,1,1,-0.244249339,0.076252728,-0.031841757,1,1,1
1038,0,1,1,1,1,0,0,0,0.053801561,0.233566628,0.083646143,1,1,1
1039,1,1,1,1,1,1,1,1,-0.132701239,0.270538728,1.146547343,1,1,1
1040,1,1,0,0,0,0,1,1,-0.152231139,0.451388807,0.655262443,1,0,0
1041,0,1,0,0,0,0,0,0,-0.066067339,0.121783028,0.109665443,1,0,1
1042,0,1,1,1,1,1,1,1,0.172734491,0.261137628,0.213252443,1,1,1
1043,1,1,1,0,1,0,0,0,-0.215579139,0.142133928,0.072613243,1,1,1
1044,1,1,0,0,0,1,1,1,0.274214568,0.948125828,0.610117643,0,0,1
1045,1,0,0,0,0,0,0,0,1.100678161,1.105568028,0.764566843,1,1,0
1046,1,0,1,1,1,1,1,1,0.019746961,0.270387628,0.055121143,1,1,1
1047,0,0,1,1,1,0,0,0,0.024846061,0.488986228,0.259132543,1,1,1
1048,0,1,0,0,0,0,0,0,0.337585931,0.018439828,0.339351653,1,1,1
1049,0,1,1,1,1,1,1,1,0.573762561,0.970947028,1.620649043,1,1,1
1050,0,1,0,0,1,0,0,0,0.615017236,0.72451442,1.003336832,1,0,0
1051,0,1,1,1,1,1,1,1,0.354375171,0.813993528,0.708216843,1,1,1
1052,0,1,1,1,1,1,1,1,0.230770041,0.376805108,0.326504403,1,0,0
1053,0,1,1,0,0,1,1,1,1.021600861,-0.113372372,1.349016943,1,1,1
1054,1,1,1,1,1,1,0,0,0.177898351,0.215231928,0.105392443,1,0,1
1055,1,0,1,1,1,0,0,1,1.542547761,0.899089028,0.740218243,1,0,0
1056,1,1,1,1,1,1,1,1,-0.413421939,-0.104024672,-0.395672679,1,1,1
1057,1,1,0,0,0,1,1,1,-0.437251139,0.261917228,0.255349043,0,1,1
1058,1,1,1,1,1,0,0,0,0.049252361,0.055776328,0.088576443,1,0,1
1059,1,1,0,0,1,1,1,1,-0.271220539,0.167481928,-0.002755557,1,1,1
1060,1,1,1,1,1,1,1,1,0.465891961,0.911173628,0.875806043,1,1,1
1061,0,1,1,1,1,1,1,1,-0.029326439,0.159780328,0.059442343,1,1,1
1062,0,1,1,1,1,1,1,1,0.347952851,0.557724628,0.459265803,1,1,0
1063,1,1,1,1,1,1,1,1,-0.034808939,-0.022526772,-0.022030657,1,1,1
1064,0,1,0,0,0,0,1,0,0.619036961,0.277965728,0.252463043,1,1,1
1065,0,1,1,1,1,1,1,1,0.308609041,0.418442328,0.165122343,1,1,1
1066,0,1,1,1,1,1,1,1,0.096949661,0.307889728,0.052369343,1,1,1
1067,0,1,1,1,1,1,1,1,-0.151824039,0.070560428,0.114101543,1,1,1
1068,0,0,1,1,1,0,1,0,0.434533361,0.898140928,0.604433543,1,1,1
1069,0,1,1,1,1,1,1,1,0.317484901,0.565382928,0.510165783,1,1,1
1070,1,1,0,0,0,0,0,0,0.067198761,0.165392728,0.133257543,1,1,0
1071,0,1,0,0,0,0,0,0,0.586300961,0.238430128,0.455316593,0,0,0
1072,0,1,1,1,1,1,1,0,0.234425181,0.822577828,0.734892443,1,1,1
1073,0,1,1,1,1,1,1,1,0.000741361,0.140205628,-0.089107157,1,1,1
1074,1,1,0,0,0,0,0,0,0.398298861,0.151684128,0.864747943,0,1,1
1075,0,1,1,1,1,1,1,1,0.598809561,0.045393128,0.825494943,1,1,1
1076,1,1,0,1,1,1,1,1,-0.121359939,0.109762828,0.116391743,1,0,0
1077,0,1,1,1,1,1,1,1,0.811170661,1.256781528,1.013151643,1,1,1
1078,1,1,1,1,1,0,0,0,0.330087381,0.409700508,0.057657243,0,0,1
1079,0,1,1,1,1,1,0,0,0.193592461,0.296897428,-0.164527957,0,1,1
1080,1,1,0,0,1,1,1,0,-0.004339439,0.747681328,0.000458043,1,1,1
1081,1,1,1,1,1,1,1,1,0.197129161,0.375479998,0.000404443,1,1,1
1082,0,0,1,1,1,0,0,0,0.583031761,0.942053928,0.397198653,1,1,1
1083,1,1,1,1,1,1,1,0,0.036717161,0.230806528,0.058111643,1,1,1
1084,1,0,0,0,0,1,1,1,0.569403761,0.357403028,0.620521443,1,1,1
1085,1,0,0,0,0,0,0,1,0.578056061,0.716338228,0.570759843,1,1,1
1086,0,1,1,1,0,1,0,1,0.038321461,0.229833828,-0.003017657,1,1,1
1087,0,0,1,0,0,0,0,0,0.097907261,0.462579955,0.652038843,1,1,1
1088,1,1,1,1,1,1,1,1,-0.146160339,-0.014771272,-0.014974157,1,0,1
1089,0,1,1,1,1,0,0,0,1.397423561,0.127873828,0.221380743,0,0,0
1090,1,1,0,0,0,1,0,0,1.156328061,1.123352728,0.994691643,1,1,1
1091,0,1,0,0,0,0,0,0,0.618386261,0.160726328,0.582346643,1,1,1
1092,1,1,1,1,1,1,1,1,-0.301041739,-0.137746072,-0.181247357,0,1,1
1093,1,1,1,1,1,0,1,0,0.140787961,0.021218028,0.018784343,1,1,1
1094,1,1,1,1,1,1,1,1,0.061687261,0.187359028,0.209558043,1,1,1
1095,0,1,1,1,1,1,1,1,-0.025521239,0.107474328,0.050356843,1,1,1
1096,0,1,0,0,0,1,1,1,0.247829301,0.149086728,0.310351543,1,1,1
1097,1,1,1,1,1,0,0,1,0.036134461,0.384972848,-0.252057857,1,0,0
1098,1,1,1,1,1,1,1,1,-0.255808039,-0.048327672,-0.106946857,1,1,1
1099,0,1,0,0,0,1,1,1,0.105577361,0.097883928,0.063035843,1,1,1
1100,1,1,1,1,1,1,1,1,-0.322014639,-0.120861172,0.442809593,1,1,1
1101,0,1,0,0,0,1,1,0,0.644603661,0.634440528,0.757720743,0,1,1
1102,1,1,1,1,1,1,1,1,0.000659861,0.115119828,0.014402943,1,1,1
1103,0,1,0,0,0,0,0,0,1.072881061,1.530617428,1.423710043,1,1,1
1104,0,1,1,1,1,0,0,0,-0.118700039,0.067355228,0.032453143,1,1,1
1105,0,1,1,0,1,1,1,1,0.688969861,0.766494628,0.445632433,0,1,1
1106,1,1,1,1,0,1,1,0,-0.101681639,0.223707028,0.652441743,1,1,1
1107,1,1,1,1,1,1,1,0,-0.426858939,0.324145428,0.577190843,1,1,1
1108,0,1,1,1,1,1,1,1,0.186523611,0.348799628,-0.395672679,1,1,1
1109,0,1,1,1,1,0,0,0,0.70702681,1.732254628,0.747176513,1,1,1
1110,1,1,1,1,1,1,1,1,-0.179381039,-0.022342272,-0.022677957,0,0,0
1111,0,1,0,0,0,1,1,1,0.827300761,0.580256528,0.047200543,1,1,1
1112,1,0,1,1,1,1,0,1,0.586637461,0.508979388,0.378530183,1,1,1
1113,1,1,1,1,1,1,1,1,1.002009988,1.162520295,1.318433508,1,1,1
1114,1,1,1,1,1,1,1,1,-0.116369439,0.186523528,0.190329143,1,1,1
1115,1,1,1,1,1,1,1,1,-0.325295639,-0.189462072,-0.152535157,0,0,1
1116,1,1,1,1,1,1,1,1,-0.001268839,0.730806228,0.591870743,0,1,1
1117,1,1,1,1,1,1,1,1,-0.338457339,-0.113561572,-0.162752857,0,1,1
1118,1,1,1,1,1,1,1,1,-0.245608239,-0.067164672,-0.048885157,1,1,1
1119,1,1,1,1,1,1,1,1,0.530872161,0.503897578,-0.088770857,1,1,1
1120,1,1,1,1,1,1,1,1,-0.486546739,-0.311585072,0.070064643,1,1,1
1121,0,1,0,0,0,1,1,1,0.168962281,0.091991328,1.576067043,1,1,1
1122,1,1,1,1,1,1,1,1,-0.349525739,-0.065633672,-0.126888157,1,1,0
1123,0,1,1,1,1,0,0,0,-0.122405039,0.372721118,0.058776643,0,0,1
1124,1,1,1,1,1,0,0,0,-0.428614676,-0.127151543,-0.121459507,1,1,1
1125,1,1,0,1,1,1,1,1,-0.26369512,-0.160160774,-0.181657806,1,0,0
1126,1,0,1,1,1,1,1,1,0.181774891,0.292225928,0.219605043,1,1,1
1127,1,0,0,0,0,1,1,1,0.135598361,0.280309328,0.164349543,1,1,1
1128,1,1,1,1,1,1,1,1,0.093797088,-0.062054867,0.101254746,1,1,1
1129,0,1,1,1,1,0,0,0,0.871855961,0.187600328,0.036109343,1,1,1
1130,1,1,1,1,1,0,0,0,0.239348491,0.139093528,0.657005043,1,1,1
1131,0,0,1,0,0,1,0,1,0.354791661,0.297047628,0.235024243,1,1,1
1132,0,0,0,0,0,1,1,0,0.050677961,0.201304928,-0.059369057,1,1,1
1133,1,0,1,1,1,1,1,1,0.702527961,0.791654628,0.793549643,0,0,0
1134,0,0,0,0,0,0,0,0,0.477309661,1.032851828,0.987112843,0,0,0
1135,0,1,1,1,1,1,1,1,0.854691565,1.223450011,1.276318475,0,1,1
1136,1,1,1,1,1,1,1,0,0.081342361,-0.210882672,0.352126313,0,1,1
1137,1,1,1,1,1,0,0,0,-0.287439839,0.098873928,-0.004891757,1,1,1
1138,1,1,0,1,1,1,1,1,0.601784945,0.781030601,0.884868637,1,1,1
1139,0,1,1,1,1,1,0,1,0.488188505,0.909738338,0.265359893,1,1,0
1140,1,1,1,1,1,1,0,1,1.084184361,1.194901328,0.794591443,1,1,1
1141,1,1,1,1,1,1,0,1,0.203502051,0.114172928,0.307559343,1,1,1
1142,0,1,0,0,0,1,1,1,0.216115221,0.467003128,0.369453383,0,1,1
1143,1,1,1,1,1,0,0,0,-0.168309239,0.151996928,0.033509543,1,1,1
1144,1,1,1,1,1,1,0,0,-0.413547039,0.015958528,-0.233001257,1,1,1
1145,0,1,0,0,1,1,0,1,0.558232161,0.701485128,0.739889843,0,1,1
1146,0,1,1,1,1,1,1,1,-0.005982239,0.486737488,0.405126913,0,0,1
1147,0,1,0,0,0,1,1,1,1.240733161,0.605929028,0.346049163,0,1,0
1148,1,1,0,0,0,1,1,1,0.158461661,-0.013691672,0.063271143,0,0,0
1149,1,1,1,1,1,1,1,1,-0.138505639,0.110810028,0.079869643,1,0,1
1150,0,1,0,0,0,1,1,1,-0.034387939,0.621627128,0.752443843,0,1,1
1151,0,1,0,0,0,0,0,0,0.741432561,0.642977028,0.875142843,1,1,1
1152,1,1,0,0,0,0,0,0,-0.245741239,-0.060944072,-0.079774757,1,1,1
1153,0,1,0,0,0,0,0,0,0.440155361,0.689708528,0.970518443,1,1,1
1154,0,1,1,1,0,1,0,0,0.059820761,0.570529228,0.460113853,1,1,1
1155,1,1,0,0,0,1,1,0,0.276792961,0.45632263,0.376190003,1,1,1
1156,1,1,1,1,1,1,1,0,-0.325834839,0.260486028,0.426029243,1,1,1
1157,0,1,1,1,1,0,1,1,1.414534561,1.118230028,0.820646643,0,0,0
1158,0,1,1,1,1,1,0,0,0.507014661,0.653204328,0.132330843,1,0,0
1159,0,1,0,0,0,0,0,0,0.994213361,1.135349528,1.127554943,0,0,0
1160,0,1,0,0,0,0,0,0,1.304724561,1.118282728,1.064850743,1,1,0
1161,1,1,0,0,1,0,0,0,-0.255557439,-0.065310772,-0.136859957,0,0,0
1162,0,1,1,1,1,1,1,1,-0.204880539,-0.171292772,-0.265907257,1,1,1
1163,0,1,1,1,1,0,0,0,-0.010212639,0.109568528,0.197035743,0,1,1
1164,0,1,0,0,0,1,1,1,0.522770161,0.427013068,0.085904343,1,1,1
1165,1,1,1,1,1,1,1,1,-0.299505239,-0.078451772,-0.156653457,1,1,1
1166,0,1,0,0,0,1,1,1,0.487712161,0.269161928,0.216043743,0,1,1
1167,0,1,0,0,0,1,1,1,-0.175000839,-0.018388172,-0.086102757,1,1,1
1168,1,1,1,1,1,0,1,1,0.133948961,1.572261428,0.168322743,1,1,1
1169,0,1,1,1,1,1,1,1,-0.207543239,0.124752528,-0.064193457,1,1,1
1170,0,0,0,0,0,1,1,1,0.045918261,0.435215858,0.185262943,1,1,1
1171,1,0,1,1,1,1,1,1,-0.296596439,0.076754128,-0.129276557,1,1,1
1172,0,1,1,1,1,1,1,1,0.160966361,0.355429428,0.295676443,1,1,1
1173,0,1,0,0,0,1,1,1,0.107579961,0.156246128,0.129637443,1,1,1
1174,1,1,1,1,1,1,1,1,-0.064380339,0.146548128,0.175374443,0,1,1
1175,0,1,1,1,1,1,1,1,0.782407761,0.616044328,0.570512643,1,0,0
1176,1,1,1,1,1,1,1,1,-0.324290739,-0.099866372,-0.034133657,1,0,1
